username,user_country,room_view,stay_duration,stay_type,review_post_date,review_title,rating,original_lang,review_text_liked,review_text_disliked,full_review,en_full_review,found_helpful,found_unhelpful,owner_resp_text
Irina,Romania,Deluxe Double Room,2 nights,Family,06-08-2024 00:00:00,Good,7.0,en,"Lovely place with a nice view and a beautiful garden, friendly staff and good food","Not properly clean, the houses look abandoned, mold everywhere","title: Good. liked: Lovely place with a nice view and a beautiful garden, friendly staff and good food. disliked: Not properly clean, the houses look abandoned, mold everywhere.","title: Good. liked: Lovely place with a nice view and a beautiful garden, friendly staff and good food. disliked: Not properly clean, the houses look abandoned, mold everywhere.",0,0,
Jacob,Indonesia,Deluxe Double Room,2 nights,Solo traveller,05-26-2024 00:00:00,The only reason I booked the villa because I love the view from the villa & it was exactly stunning,8.0,en-us,View,Need improvement: The bathroom; there were some of leak paints on the ceiling and the bathroom smell weird; maybe because humid. I did saw a coffee room freshener below the sink.,title: The only reason I booked the villa because I love the view from the villa & it was exactly stunning. liked: View. disliked: Need improvement: The bathroom; there were some of leak paints on the ceiling and the bathroom smell weird; maybe because humid. I did saw a coffee room freshener below the sink.,title: The only reason I booked the villa because I love the view from the villa & it was exactly stunning. liked: View. disliked: Need improvement: The bathroom; there were some of leak paints on the ceiling and the bathroom smell weird; maybe because humid. I did saw a coffee room freshener below the sink.,0,0,
Peter,Indonesia,Deluxe Family Room,1 night,Couple,05-23-2024 00:00:00,You leave feeling above the clouds!,9.0,en,I started writing this review before we left so i would not forget the multitude of positive points here at Atas Awan. So many positives we decided to stay an extra night. Although we have been before one forgets the beautiful uniqueness of this property. From stunning views to top quality food to amazing staff who cannot do enough for you its just been one totally perfect stay. Of course the gardens as well are a sight to be hold so well done to the garden team also. Here is perfect for just doing nothing really or perhaps reading or a game of cards or special time with your partner and if in to Yoga they have an excellent room for Yoga groups. Note no tv but who cares when you have scenery all around you.They do have good wifi just the same. If you are considering staying in central Bali and want to enjoy a beautiful temperate climate with no air con needed here is your perfect getaway. We of course will return and tell them when booking are 2 or more nights possible. In closing as past hoteliers we acknowledge in tropical humid climate maintenance is essential as wear and tear are always an issue for a property over time but here they do their utmost for your stay to be trouble free.,Our stay was trouble free and really did not have any issues.,title: You leave feeling above the clouds! liked: I started writing this review before we left so i would not forget the multitude of positive points here at Atas Awan. So many positives we decided to stay an extra night. Although we have been before one forgets the beautiful uniqueness of this property. From stunning views to top quality food to amazing staff who cannot do enough for you its just been one totally perfect stay. Of course the gardens as well are a sight to be hold so well done to the garden team also. Here is perfect for just doing nothing really or perhaps reading or a game of cards or special time with your partner and if in to Yoga they have an excellent room for Yoga groups. Note no tv but who cares when you have scenery all around you.They do have good wifi just the same. If you are considering staying in central Bali and want to enjoy a beautiful temperate climate with no air con needed here is your perfect getaway. We of course will return and tell them when booking are 2 or more nights possible. In closing as past hoteliers we acknowledge in tropical humid climate maintenance is essential as wear and tear are always an issue for a property over time but here they do their utmost for your stay to be trouble free. disliked: Our stay was trouble free and really did not have any issues.,title: You leave feeling above the clouds! liked: I started writing this review before we left so i would not forget the multitude of positive points here at Atas Awan. So many positives we decided to stay an extra night. Although we have been before one forgets the beautiful uniqueness of this property. From stunning views to top quality food to amazing staff who cannot do enough for you its just been one totally perfect stay. Of course the gardens as well are a sight to be hold so well done to the garden team also. Here is perfect for just doing nothing really or perhaps reading or a game of cards or special time with your partner and if in to Yoga they have an excellent room for Yoga groups. Note no tv but who cares when you have scenery all around you.They do have good wifi just the same. If you are considering staying in central Bali and want to enjoy a beautiful temperate climate with no air con needed here is your perfect getaway. We of course will return and tell them when booking are 2 or more nights possible. In closing as past hoteliers we acknowledge in tropical humid climate maintenance is essential as wear and tear are always an issue for a property over time but here they do their utmost for your stay to be trouble free. disliked: Our stay was trouble free and really did not have any issues.,1,0,
Leeann,Australia,Suite Room,2 nights,Solo traveller,05-14-2024 00:00:00,Such a beautiful space.,8.0,en,I loved staying here so very much. I loved the beautiful views & the well kept garden. The staff were so very helpful. I have dietary requirements & they couldn't help me enough. This is a very beautiful place to stay. My room was comfortable & I loved the day bed on the Verandah. I loved listening to the River & looking at the beautiful Ricefields.,Unfortunately there is a mould problem in the Bathroom. The room was fine when doors were opened but when closed up in the evening the smell of mould was strong. This is a real health hazard so needs to be addressed. Also I was a little disappointed in the food served. Granted I have special requirements which the staff helped me with but there were lots of things not available. I understand how difficult it is when you never know how many people you are going to serve but maybe the Menu could have less but all be available. I would so love to visit here again. But would need the Mould situation to be addressed first. I really had a beautiful stay. It's a shame about that one factor.,title: Such a beautiful space. liked: I loved staying here so very much. I loved the beautiful views & the well kept garden. The staff were so very helpful. I have dietary requirements & they couldn't help me enough. This is a very beautiful place to stay. My room was comfortable & I loved the day bed on the Verandah. I loved listening to the River & looking at the beautiful Ricefields. disliked: Unfortunately there is a mould problem in the Bathroom. The room was fine when doors were opened but when closed up in the evening the smell of mould was strong. This is a real health hazard so needs to be addressed. Also I was a little disappointed in the food served. Granted I have special requirements which the staff helped me with but there were lots of things not available. I understand how difficult it is when you never know how many people you are going to serve but maybe the Menu could have less but all be available. I would so love to visit here again. But would need the Mould situation to be addressed first. I really had a beautiful stay. It's a shame about that one factor.,title: Such a beautiful space. liked: I loved staying here so very much. I loved the beautiful views & the well kept garden. The staff were so very helpful. I have dietary requirements & they couldn't help me enough. This is a very beautiful place to stay. My room was comfortable & I loved the day bed on the Verandah. I loved listening to the River & looking at the beautiful Ricefields. disliked: Unfortunately there is a mould problem in the Bathroom. The room was fine when doors were opened but when closed up in the evening the smell of mould was strong. This is a real health hazard so needs to be addressed. Also I was a little disappointed in the food served. Granted I have special requirements which the staff helped me with but there were lots of things not available. I understand how difficult it is when you never know how many people you are going to serve but maybe the Menu could have less but all be available. I would so love to visit here again. But would need the Mould situation to be addressed first. I really had a beautiful stay. It's a shame about that one factor.,0,0,
Dewa,Indonesia,Deluxe Double Room,2 nights,Family,04-28-2024 00:00:00,Superb,9.0,en-us,"Good view, nice terrace view in front of the lumbungs. Nice staffs.",,"title: Superb. liked: Good view, nice terrace view in front of the lumbungs. Nice staffs.","title: Superb. liked: Good view, nice terrace view in front of the lumbungs. Nice staffs.",0,0,
María,Spain,Deluxe Family Room,2 nights,Group,04-20-2024 00:00:00,Perfect place for desconection and tranquility. 20/30 minutes bike ride to every place you have to visit in the area,9.0,en,"The hotel has an amazing view, it has a very prime location in a very special place. The free yoga in the morning has an incredible placement with astonishing views.",The rooms feel older than what they look in the picture,"title: Perfect place for desconection and tranquility. 20/30 minutes bike ride to every place you have to visit in the area. liked: The hotel has an amazing view, it has a very prime location in a very special place. The free yoga in the morning has an incredible placement with astonishing views. disliked: The rooms feel older than what they look in the picture.","title: Perfect place for desconection and tranquility. 20/30 minutes bike ride to every place you have to visit in the area. liked: The hotel has an amazing view, it has a very prime location in a very special place. The free yoga in the morning has an incredible placement with astonishing views. disliked: The rooms feel older than what they look in the picture.",0,0,
Stephanie,Indonesia,Deluxe Family Room,2 nights,Family,04-15-2024 00:00:00,"Simple yet beautiful place, welcoming to the spirit of children and adults alike ✨",8.0,en,The fantastic and peaceful view from the balcony by our room and the yoga shala,,"title: Simple yet beautiful place, welcoming to the spirit of children and adults alike ✨. liked: The fantastic and peaceful view from the balcony by our room and the yoga shala.","title: Simple yet beautiful place, welcoming to the spirit of children and adults alike ✨. liked: The fantastic and peaceful view from the balcony by our room and the yoga shala.",0,0,Thank you for kind review)
Dmitrii,Russia,Deluxe Family Room,1 night,Couple,03-19-2024 00:00:00,Very good,8.0,en,"The view was stunning, amazing, wonderful, magical, fabulous!",,"title: Very good. liked: The view was stunning, amazing, wonderful, magical, fabulous!","title: Very good. liked: The view was stunning, amazing, wonderful, magical, fabulous!",0,0,
Andesita,Indonesia,Deluxe Double Room,1 night,Group,03-04-2024 00:00:00,Nice place to getaway.,8.0,en,"The room is nice with a very good view. the staffs are nice and friendly. If you're looking for a quite place to recharge, here's the right choice.",The room is a bit damp. especially in the bathroom area.,"title: Nice place to getaway. liked: The room is nice with a very good view. the staffs are nice and friendly. If you're looking for a quite place to recharge, here's the right choice. disliked: The room is a bit damp. especially in the bathroom area.","title: Nice place to getaway. liked: The room is nice with a very good view. the staffs are nice and friendly. If you're looking for a quite place to recharge, here's the right choice. disliked: The room is a bit damp. especially in the bathroom area.",0,0,
Kavita,United Kingdom,Deluxe Family Room,1 night,Family,02-07-2024 00:00:00,Great amazing place with awesome yoga and incredible views !!!,8.0,en-us,Amazing views and amazing staff - yoga was amazing also ! Loved the food and really enjoyed our stay !!!,Could be a little cleaner and better kept ! Many ants in the bed !,title: Great amazing place with awesome yoga and incredible views !!! liked: Amazing views and amazing staff - yoga was amazing also ! Loved the food and really enjoyed our stay !!! disliked: Could be a little cleaner and better kept ! Many ants in the bed !,title: Great amazing place with awesome yoga and incredible views !!! liked: Amazing views and amazing staff - yoga was amazing also ! Loved the food and really enjoyed our stay !!! disliked: Could be a little cleaner and better kept ! Many ants in the bed !,0,0,
Lucas,Indonesia,Two-Bedroom Villa,1 night,Couple,01-25-2024 00:00:00,It was mostly a good stay wit the exception of a few small details,8.0,en-us,"Views, calmness and location","No AC an no fan in the room. They also didn’t have any mosquito repellent for the bedroom, only spray, which is quite toxic to breathe in a small space. Also staff is mostly nowhere to be found and you often have to go looking for them everywhere","title: It was mostly a good stay wit the exception of a few small details. liked: Views, calmness and location. disliked: No AC an no fan in the room. They also didn’t have any mosquito repellent for the bedroom, only spray, which is quite toxic to breathe in a small space. Also staff is mostly nowhere to be found and you often have to go looking for them everywhere.","title: It was mostly a good stay wit the exception of a few small details. liked: Views, calmness and location. disliked: No AC an no fan in the room. They also didn’t have any mosquito repellent for the bedroom, only spray, which is quite toxic to breathe in a small space. Also staff is mostly nowhere to be found and you often have to go looking for them everywhere.",0,0,
Jorge,Australia,Deluxe Family Room,1 night,Couple,01-08-2024 00:00:00,Superb,9.0,en,"All good, thanks so much",,"title: Superb. liked: All good, thanks so much.","title: Superb. liked: All good, thanks so much.",0,0,
Ngurah,Indonesia,Deluxe Family Room,1 night,Family,12-31-2023 00:00:00,Good,7.0,en-us,The room is unique and spacious with rice firld view but the bed size is only for queen.,The water dispenser is not clean.,title: Good. liked: The room is unique and spacious with rice firld view but the bed size is only for queen. disliked: The water dispenser is not clean.,title: Good. liked: The room is unique and spacious with rice firld view but the bed size is only for queen. disliked: The water dispenser is not clean.,1,0,
Frenezo,Latvia,Deluxe Family Room,2 nights,Couple,12-23-2023 00:00:00,Beatful nature and house ruined by ants/termites problem,8.0,en,"First of all, the views. Wonderful! Beautiful! Okay, a little bit scary to arrive at the hotel with a bike, but it is worth it. The staff was very helpful and showed us around. There was a very spacious room with many pieces of furniture. The yoga at 7 AM is - the perfect way to wake up. The breakfast (included) and the dinner (excluded, but available to order extra) - nice and tasty. All in all, it was a refreshing and peaceful place to stay","Most uncomfortable were bugs (termites? ants? I am not sure), there were a lot of them. They invaded the drinking water, cups, plates, and every piece of food left unattended for several hours. There was no fridge, so there was no way to hide anything. They even entered my clothes, and I brought them to the next hotel. Scary!","title: Beatful nature and house ruined by ants/termites problem. liked: First of all, the views. Wonderful! Beautiful! Okay, a little bit scary to arrive at the hotel with a bike, but it is worth it. The staff was very helpful and showed us around. There was a very spacious room with many pieces of furniture. The yoga at 7 AM is - the perfect way to wake up. The breakfast (included) and the dinner (excluded, but available to order extra) - nice and tasty. All in all, it was a refreshing and peaceful place to stay. disliked: Most uncomfortable were bugs (termites? ants? I am not sure), there were a lot of them. They invaded the drinking water, cups, plates, and every piece of food left unattended for several hours. There was no fridge, so there was no way to hide anything. They even entered my clothes, and I brought them to the next hotel. Scary!","title: Beatful nature and house ruined by ants/termites problem. liked: First of all, the views. Wonderful! Beautiful! Okay, a little bit scary to arrive at the hotel with a bike, but it is worth it. The staff was very helpful and showed us around. There was a very spacious room with many pieces of furniture. The yoga at 7 AM is - the perfect way to wake up. The breakfast (included) and the dinner (excluded, but available to order extra) - nice and tasty. All in all, it was a refreshing and peaceful place to stay. disliked: Most uncomfortable were bugs (termites? ants? I am not sure), there were a lot of them. They invaded the drinking water, cups, plates, and every piece of food left unattended for several hours. There was no fridge, so there was no way to hide anything. They even entered my clothes, and I brought them to the next hotel. Scary!",0,0,
Dewi,Indonesia,Deluxe Double Room,2 nights,Couple,11-23-2023 00:00:00,Big garden and cold weather,7.0,en-us,"Quiet, weather and the garden","The restaurant is very standard and the food is average, considering the hotel is in the middle of no where, it is better to consider to have a better and nice restaurant so the guest do not have to go out for meals, which is difficult and far from everywhere","title: Big garden and cold weather. liked: Quiet, weather and the garden. disliked: The restaurant is very standard and the food is average, considering the hotel is in the middle of no where, it is better to consider to have a better and nice restaurant so the guest do not have to go out for meals, which is difficult and far from everywhere.","title: Big garden and cold weather. liked: Quiet, weather and the garden. disliked: The restaurant is very standard and the food is average, considering the hotel is in the middle of no where, it is better to consider to have a better and nice restaurant so the guest do not have to go out for meals, which is difficult and far from everywhere.",0,0,
Cynthia,United States,Deluxe Family Room,3 nights,Couple,11-16-2023 00:00:00,Superb,9.0,en-us,The grounds are incredible and the view is unbelievably gorgeous. Breakfast was outstanding and staff was excellent,"Would.have liked more than one early morning yoga class offered and bathroom had alot of webs in it. Could be better cleaned, but it is a bit more primitive than a standard bathroom at a hotel.","title: Superb. liked: The grounds are incredible and the view is unbelievably gorgeous. Breakfast was outstanding and staff was excellent. disliked: Would.have liked more than one early morning yoga class offered and bathroom had alot of webs in it. Could be better cleaned, but it is a bit more primitive than a standard bathroom at a hotel.","title: Superb. liked: The grounds are incredible and the view is unbelievably gorgeous. Breakfast was outstanding and staff was excellent. disliked: Would.have liked more than one early morning yoga class offered and bathroom had alot of webs in it. Could be better cleaned, but it is a bit more primitive than a standard bathroom at a hotel.",0,0,
Suci,Indonesia,Deluxe Family Room,1 night,Couple,11-11-2023 00:00:00,cozy place to stay for a night,7.0,en,"The view is so pretty, the place is super comfy and chill. The room is quite clean, and breakfast is tasty.","The place for the shower is broken, there are quite bothersome rats on the roof, and there are cockroaches in the room.","title: cozy place to stay for a night. liked: The view is so pretty, the place is super comfy and chill. The room is quite clean, and breakfast is tasty. disliked: The place for the shower is broken, there are quite bothersome rats on the roof, and there are cockroaches in the room.","title: cozy place to stay for a night. liked: The view is so pretty, the place is super comfy and chill. The room is quite clean, and breakfast is tasty. disliked: The place for the shower is broken, there are quite bothersome rats on the roof, and there are cockroaches in the room.",0,0,
Lütfi,Turkey,Deluxe Family Room,1 night,Couple,10-18-2023 00:00:00,Nice view great atmosphere. But not clean bathroom and room.,7.0,en-us,Hotel placed in at a very nice view. You can wake up to an amazing view. Breakfast was good. Bed was comfortable. They have morning yoga class we liked it.,The room was not clean and the bathroom. Windows are big and nice but using a nest for insects would be perfect for this room.,title: Nice view great atmosphere. But not clean bathroom and room. liked: Hotel placed in at a very nice view. You can wake up to an amazing view. Breakfast was good. Bed was comfortable. They have morning yoga class we liked it. disliked: The room was not clean and the bathroom. Windows are big and nice but using a nest for insects would be perfect for this room.,title: Nice view great atmosphere. But not clean bathroom and room. liked: Hotel placed in at a very nice view. You can wake up to an amazing view. Breakfast was good. Bed was comfortable. They have morning yoga class we liked it. disliked: The room was not clean and the bathroom. Windows are big and nice but using a nest for insects would be perfect for this room.,0,0,
Honggrbac,Australia,Deluxe Double Room,1 night,Couple,09-26-2023 00:00:00,"Lovely, unique stay for a night in the area",9.0,en,"The cabin and village was very cute, great for taking photos, lovely view. Comfortable bed & spacious enough room and bathroom. Staff was very friendly and helpful!",There were a few big huntsman spiders in our room which made me uncomfortable so it would have been a bit nicer if there was mosquito net around the bed then I wouldn't have worried as much while sleeping.,"title: Lovely, unique stay for a night in the area. liked: The cabin and village was very cute, great for taking photos, lovely view. Comfortable bed & spacious enough room and bathroom. Staff was very friendly and helpful! disliked: There were a few big huntsman spiders in our room which made me uncomfortable so it would have been a bit nicer if there was mosquito net around the bed then I wouldn't have worried as much while sleeping.","title: Lovely, unique stay for a night in the area. liked: The cabin and village was very cute, great for taking photos, lovely view. Comfortable bed & spacious enough room and bathroom. Staff was very friendly and helpful! disliked: There were a few big huntsman spiders in our room which made me uncomfortable so it would have been a bit nicer if there was mosquito net around the bed then I wouldn't have worried as much while sleeping.",1,0,
Ronald,United States,Deluxe Double Room,1 night,Couple,09-25-2023 00:00:00,Superb,9.0,en-us,Restaurant made us dinner when we arrived late Nice landscaping and views on property,,title: Superb. liked: Restaurant made us dinner when we arrived late Nice landscaping and views on property.,title: Superb. liked: Restaurant made us dinner when we arrived late Nice landscaping and views on property.,0,0,
Kirill,Czech Republic,Deluxe Family Room,1 night,Couple,09-18-2023 00:00:00,Superb,9.0,en,If you have room under yoga class you hear when it starts at 7 a.m.,,title: Superb. liked: If you have room under yoga class you hear when it starts at 7 a.m.,title: Superb. liked: If you have room under yoga class you hear when it starts at 7 a.m.,1,0,
Farid,Indonesia,Suite Room,3 nights,Couple,09-16-2023 00:00:00,It was a memorable experience,7.0,en-us,The location is exceptional with a million dollar view.,,title: It was a memorable experience. liked: The location is exceptional with a million dollar view.,title: It was a memorable experience. liked: The location is exceptional with a million dollar view.,0,0,
Tjerk,Netherlands,Deluxe Family Room,1 night,Couple,09-15-2023 00:00:00,"Nice place, poor service",8.0,en,The location is beautiful. The garden has so many different plants and flowers it's an attraction by itself. Nearby there are nice hot springs you can walk too. They want you to book the tour for 100k IDR but you can also go by yourself and pay 45k. Also the general area is very nice. Loved the free yoga <3,"The service is not good. They act very kind and as long as you don't need anything the atmosphere is very good. However, we had to wait an hour for our breakfast (just simple Mie goreng). It was serviced with two slices of plain watermelon and an unripe piece of pineapple. The mie itself was very nice though. We needed help with transport and she offered us a taxi more than twice the price of taxis on different apps. She could not be bargained with to reach a somewhat acceptable price. Furtermore, there were no water bottles in the room, which is a shame since there aren't a lot of shops around. Lastly, there are a lot of insects. I usually don't mind but a mosquito net would have been nice.","title: Nice place, poor service. liked: The location is beautiful. The garden has so many different plants and flowers it's an attraction by itself. Nearby there are nice hot springs you can walk too. They want you to book the tour for 100k IDR but you can also go by yourself and pay 45k. Also the general area is very nice. Loved the free yoga <3. disliked: The service is not good. They act very kind and as long as you don't need anything the atmosphere is very good. However, we had to wait an hour for our breakfast (just simple Mie goreng). It was serviced with two slices of plain watermelon and an unripe piece of pineapple. The mie itself was very nice though. We needed help with transport and she offered us a taxi more than twice the price of taxis on different apps. She could not be bargained with to reach a somewhat acceptable price. Furtermore, there were no water bottles in the room, which is a shame since there aren't a lot of shops around. Lastly, there are a lot of insects. I usually don't mind but a mosquito net would have been nice.","title: Nice place, poor service. liked: The location is beautiful. The garden has so many different plants and flowers it's an attraction by itself. Nearby there are nice hot springs you can walk too. They want you to book the tour for 100k IDR but you can also go by yourself and pay 45k. Also the general area is very nice. Loved the free yoga <3. disliked: The service is not good. They act very kind and as long as you don't need anything the atmosphere is very good. However, we had to wait an hour for our breakfast (just simple Mie goreng). It was serviced with two slices of plain watermelon and an unripe piece of pineapple. The mie itself was very nice though. We needed help with transport and she offered us a taxi more than twice the price of taxis on different apps. She could not be bargained with to reach a somewhat acceptable price. Furtermore, there were no water bottles in the room, which is a shame since there aren't a lot of shops around. Lastly, there are a lot of insects. I usually don't mind but a mosquito net would have been nice.",1,0,
Yuliawati,Thailand,Two-Bedroom Villa,1 night,Group,09-03-2023 00:00:00,My favorite staycation spot!,9.0,en-us,"Their view is spectacular! It's wonderful greeneries and if you come during the paddy season, it's really amazing. The most important thing, it's pet friendly! They also have a free yoga class to start your day This is my favorite place to spend my leisure time with family and my dogs! No other place like them Food is simple but delicious",Some facilities might need to be updated and maintained.,"title: My favorite staycation spot! liked: Their view is spectacular! It's wonderful greeneries and if you come during the paddy season, it's really amazing. The most important thing, it's pet friendly! They also have a free yoga class to start your day This is my favorite place to spend my leisure time with family and my dogs! No other place like them Food is simple but delicious. disliked: Some facilities might need to be updated and maintained.","title: My favorite staycation spot! liked: Their view is spectacular! It's wonderful greeneries and if you come during the paddy season, it's really amazing. The most important thing, it's pet friendly! They also have a free yoga class to start your day This is my favorite place to spend my leisure time with family and my dogs! No other place like them Food is simple but delicious. disliked: Some facilities might need to be updated and maintained.",0,0,
Arianna,Italy,Suite Room,2 nights,Family,08-08-2023 00:00:00,Very good,8.0,en,"Staff was kind and available, but the language barrier was huge. Every time we were booking something, we crossed our fingers hoping they understood correctly (which they usually did). Tour guides barely spoke English and it was useless to ask them curiosities (again, they were nice, just didn't speak the language).",,"title: Very good. liked: Staff was kind and available, but the language barrier was huge. Every time we were booking something, we crossed our fingers hoping they understood correctly (which they usually did). Tour guides barely spoke English and it was useless to ask them curiosities (again, they were nice, just didn't speak the language).","title: Very good. liked: Staff was kind and available, but the language barrier was huge. Every time we were booking something, we crossed our fingers hoping they understood correctly (which they usually did). Tour guides barely spoke English and it was useless to ask them curiosities (again, they were nice, just didn't speak the language).",0,0,
Shima,Malaysia,Deluxe Family Room,2 nights,Family,07-31-2023 00:00:00,Ok,7.0,en,Very nice hotel.. good view..,Improve the cleaning 😔,title: Ok. liked: Very nice hotel.. good view.. disliked: Improve the cleaning 😔.,title: Ok. liked: Very nice hotel.. good view.. disliked: Improve the cleaning 😔.,0,0,
